Cap_do,Cap_up
"0,0293","0,2034"
"0,2984","0,0678"
"0,336","0,0904"
"0,2332","0,1401"
"0,2224","1,406"
"0,7063","0,3465"
"0,09","0,9436"
"0,3563","0,4527"
"0,3159","1,0843"
"0,1275","1,4796"
"0,1476","0,9438"
"0,3267","1,0857"
"0,058","0,5052"
"0,0855","1,644"
"0,2034","0,1666"
"0,0248","0,833"
"0,0446","1,727"
"0,0239","0,1808"
"0,1705","0,1808"
"0,212","0,1356"
"0,0484","0,0678"
"0,294","0,0678"
"0,2128","0,1356"
"0,3204","0,0226"
"0,262","0,1356"
"0,3448","0,0226"
"0,4878","0,0226"
"0,4236","0,2442"
"0,5274","0,9198"
"0,105","0,6282"
"0,1167","0,592"
"0,284","0,126"
"0,086","1,151"
"0,1855","0,8239"
"0,1687","0,6365"
"0,0526","1,337"
"0,0681","1,0696"
"0,1864","0,2706"
"0,1065","0,4059"
"0,1392","1,1997"
"0,1485","0,645"
"0,1116","0,0678"
"0,2248","0,0904"
"0,0393","0,1582"
"0,0897","0,226"
"0,13","0,1808"
"0,09","0,0904"
"0,287","0,1356"
"0,5544","0,0678"
"0,114","0,226"
"0,2205","0,113"
"0,1179","0,598"
"0,1293","0,9064"
"0,2961","0,2526"
"0,226","0,1263"
"0,0632","0,6384"
"0,0963","0,0976"
"0,1557","0,6846"
"0,2527","0,8792"
"0,1197","0,117"
"0,312","0,2296"
"0,0834","0,7332"
"0,0284","0,7374"
"0,0594","0,25"
"0,2061","0,651"
"0,0216","0,1582"
"0,335","0,0452"
"0,0372","0,113"
"0,0969","0,2034"
"0,2016","0,0452"
"0,1345","0,1356"
"0,0825","0,0904"
"0,0247","0,0678"
"0,0228","0,0226"
"0,0868","0,1808"
"0,3668","0,4724"
"0,3136","0,528"
"0,4944","0,205"
"0,0842","0,6534"
"0,667","0,6006"
"0,297","0,556"
"0,0266","0,6445"
"0,2","0,9863"
"0,1425","0,5544"
"0,0626","0,91"
"0,3282","0,6265"
"0,0504","1,0712"
"0,186","1,0728"
"0,12","0,759"
"0,1122","0,113"
"0,1468","0,1582"
"0,3366","0,0904"
"0,4806","0,113"
"0,2175","0,0226"
"0,1728","0,0226"
"0,0872","0,1356"
"0,1205","0,0452"
"0,1652","0,2034"
"0,3312","0,226"
"0,0438","1,9683"
"0,3584","0,3956"
"0,4385","0,7236"
"0,6482","0,9906"
"0,1653","0,1901"
"0,2037","1,1304"
"0,6282","1,6587"
"0,288","1,8162"
"0,0774","1,3038"
"0,1771","2,246"
"0,031","2,0133"
"0,0766","2,0133"
"0,0888","1,9971"
"0,2646","0,4434"
"0,2736","0,1356"
"0,303","0,0678"
"0,1701","0,1582"
"0,273","0,0678"
"0,2529","0,0226"
"0,0578","0,0678"
"0,0952","0,0678"
"0,1784","0,1808"
"0,0872","0,113"
"0,1896","0,113"
"0,128","0,7955"
"0,3303","1,1552"
"0,729","0,9528"
"0,5104","0,5445"
"0,0609","0,604"
"0,409","1,2159"
"0,414","1,0157"
"0,1388","1,314"
"0,3008","0,735"
"0,1842","1,064"
"0,0912","0,3182"
"0,1585","1,3968"
"0,4328","1,0496"
"0,4104","0,9261"
"0,1065","0,0452"
"0,362","0,0452"
"0,1806","0,1356"
"0,1625","0,0452"
"0,0855","0,2034"
"0,1848","0,1356"
"0,2359","0,0678"
"0,09","0,1582"
"0,1694","0,0678"
"0,711","0,1582"
"0,3316","0,3492"
"0,2264","0,4168"
"0,2394","0,321"
"0,248","0,4528"
"0,3303","0,446"
"0,0879","0,1289"
"0,1008","1,0528"
"0,1365","1,0528"
"0,229","0,9212"
"0,1385","0,7638"
"0,2816","0,6265"
"0,3024","0,847"
"0,1071","0,484"
"0,0657","0,5116"
"0,1904","0,0226"
"0,0771","0,0452"
"0,1888","0,0226"
"0,3736","0,0452"
"0,3303","0,1808"
"0,164","0,0452"
"0,1088","0,1356"
"0,0528","0,1356"
"0,207","0,2034"
"0,0754","0,0904"
"0,08","0,8743"
"0,444","0,5865"
"0,2376","0,4608"
"0,0798","1,0472"
"0,3549","0,968"
"0,1676","1,071"
"0,279","0,603"
"0,0854","0,9488"
"0,1295","0,53"
"0,3114","0,6225"
"0,2172","0,7434"
"0,0502","0,68"
"0,2472","0,5352"
"0,227","1,0323"
"0,0613","0,0226"
"0,2925","0,0452"
"0,1734","0,1356"
"0,2114","0,113"
"0,2124","0,0226"
"0,0446","0,0904"
"0,0717","0,0678"
"0,114","0,0678"
"0,0828","0,113"
"0,3114","0,0452"
"0,4837","0,5036"
"0,123","0,9808"
"0,2556","1,269"
"0,0888","0,137"
"0,19","0,8766"
"0,6057","0,1267"
"0,4352","0,9872"
"0,1095","1,2744"
"0,411","0,5764"
"0,2568","0,1424"
"0,2512","1,479"
"0,1576","1,1784"
"0,322","1,2112"
"0,0992","0,9066"
"0,225","0,1808"
"0,1084","0,2034"
"0,259",0
"0,128",0
"0,189",0
"0,243",0
"0,1578",0
"0,2499",0
"0,2824",0
"0,3108",0
"0,1506",0
"0,0782",0
"0,432",0
"0,4527",0
"0,0487",0
"0,431",0
"0,1032",0
"0,092",0
"0,0729",0
"0,0735",0
"0,2359",0
"0,3015",0
"0,0343",0
"0,292",0
"0,204",0
"0,2511",0
